"JP_Kanji","JP_Kana","JP_Roma","org_Longitude","org_Latitude","Classification",lon,lat
"紋別市","もんべつし","Monbetsu Shi","143 ゚ 21’","44 ゚ 21’","Municipality",143.35,44.35
"物部川","ものべがわ","Monobe Gawa","133 ゚ 55’","33 ゚ 42’","River",133.9166666667,33.7
"物見峠","ものみとうげ","Monomi Toge","134 ゚ 09’","35 ゚ 13’","Pass",134.15,35.2166666667
"物見山","ものみやま","Monomi Yama","138 ゚ 35’","36 ゚ 14’","Mountain",138.5833333333,36.2333333333
"物見山","ものみやま","Monomi Yama","141 ゚ 24’","39 ゚ 12’","Mountain",141.4,39.2
"物見崎","ものみざき","Monomi Zaki","141 ゚ 24’","41 ゚ 07’","Cape",141.4,41.1166666667
"真岡市","もおかし","Mooka Shi","140 ゚ 00’","36 ゚ 26’","Municipality",140,36.4333333333
"藻興部川","もおこっぺがわ","Mookoppe Gawa","143 ゚ 09’","44 ゚ 27’","River",143.15,44.45
"森町","もりまち","Mori Machi","137 ゚ 55’","34 ゚ 50’","Municipality",137.9166666667,34.8333333333
"森町","もりまち","Mori Machi","140 ゚ 34’","42 ゚ 06’","Municipality",140.5666666667,42.1
"守口市","もりぐちし","Moriguchi Shi","135 ゚ 33’","34 ゚ 44’","Municipality",135.55,34.7333333333
"盛岡市","もりおかし","Morioka Shi","141 ゚ 09’","39 ゚ 42’","Municipality",141.15,39.7
"守谷市","もりやし","Moriya Shi","139 ゚ 58’","35 ゚ 57’","Municipality",139.9666666667,35.95
"守山市","もりやまし","Moriyama Shi","135 ゚ 59’","35 ゚ 03’","Municipality",135.9833333333,35.05
"森吉山","もりよしざん","Moriyoshi Zan","140 ゚ 32’","39 ゚ 58’","Mountain",140.5333333333,39.9666666667
"諸塚村","もろつかそん","Morotsuka Son","131 ゚ 19’","32 ゚ 30’","Municipality",131.3166666667,32.5
"諸塚山","もろつかやま","Morotsuka Yama","131 ゚ 17’","32 ゚ 38’","Mountain",131.2833333333,32.6333333333
"毛呂山町","もろやままち","Moroyama Machi","139 ゚ 18’","35 ゚ 56’","Municipality",139.3,35.9333333333
"師崎","もろざき","Morozaki","136 ゚ 57’","34 ゚ 41’","Populated area",136.95,34.6833333333
"妹背牛町","もせうしちょう","Moseushi Cho","141 ゚ 57’","43 ゚ 42’","Municipality",141.95,43.7
"茂木町","もてぎまち","Motegi Machi","140 ゚ 11’","36 ゚ 31’","Municipality",140.1833333333,36.5166666667
"元荒川","もとあらかわ","Moto-arakawa","139 ゚ 43’","35 ゚ 56’","River",139.7166666667,35.9333333333
"本部町","もとぶちょう","Motobu Cho","127 ゚ 53’","26 ゚ 39’","Municipality",127.8833333333,26.65
"本宮市","もとみやし","Motomiya Shi","140 ゚ 23’","37 ゚ 30’","Municipality",140.3833333333,37.5
"本埜村","もとのむら","Motono Mura","140 ゚ 12’","35 ゚ 49’","Municipality",140.2,35.8166666667
"本白根山","もとしらねさん","Motoshirane San","138 ゚ 31’","36 ゚ 37’","Mountain",138.5166666667,36.6166666667
"本栖湖","もとすこ","Motosu Ko","138 ゚ 34’","35 ゚ 27’","Lake",138.5666666667,35.45
"本巣市","もとすし","Motosu Shi","136 ゚ 40’","35 ゚ 28’","Municipality",136.6666666667,35.4666666667
"元浦川","もとうらかわ","Motoura Kawa","142 ゚ 40’","42 ゚ 11’","River",142.6666666667,42.1833333333
"本山町","もとやまちょう","Motoyama Cho","133 ゚ 35’","33 ゚ 45’","Municipality",133.5833333333,33.75
"本山岬","もとやまみさき","Motoyama Misaki","131 ゚ 10’","33 ゚ 55’","Cape",131.1666666667,33.9166666667
"本吉町","もとよしちょう","Motoyoshi Cho","141 ゚ 30’","38 ゚ 47’","Municipality",141.5,38.7833333333
"茂津多岬","もったみさき","Motta Misaki","139 ゚ 48’","42 ゚ 36’","Cape",139.8,42.6
"茂世路","もよろ","Moyoro","148 ゚ 49’","45 ゚ 25’","Populated area",148.8166666667,45.4166666667
"茂世路嶽","もよろだけ","Moyoro Dake","148 ゚ 49’","45 ゚ 23’","Mountain",148.8166666667,45.3833333333
"鵡川","むかわ","Mu Kawa","141 ゚ 55’","42 ゚ 33’","River",141.9166666667,42.55
"牟岐町","むぎちょう","Mugi Cho","134 ゚ 25’","33 ゚ 40’","Municipality",134.4166666667,33.6666666667
"麦草峠","むぎくさとうげ","Mugikusa Toge","138 ゚ 20’","36 ゚ 03’","Pass",138.3333333333,36.05
"無意根山","むいねやま","Muine Yama","141 ゚ 02’","42 ゚ 55’","Mountain",141.0333333333,42.9166666667
"無加川","むかがわ","Muka Gawa","143 ゚ 33’","43 ゚ 46’","River",143.55,43.7666666667
"向原","むかいばら","Mukaibara","132 ゚ 43’","34 ゚ 37’","Populated area",132.7166666667,34.6166666667
"むかわ町","むかわちょう","Mukawa Cho","141 ゚ 55’","42 ゚ 34’","Municipality",141.9166666667,42.5666666667
"武庫川","むこがわ","Muko Gawa","135 ゚ 22’","34 ゚ 41’","River",135.3666666667,34.6833333333
"向島","むこうじま","Muko Jima","142 ゚ 07’","26 ゚ 35’","Island",142.1166666667,26.5833333333
"聟島","むこじま","Muko Jima","142 ゚ 07’","27 ゚ 41’","Island",142.1166666667,27.6833333333
"向日市","むこうし","Muko Shi","135 ゚ 41’","34 ゚ 56’","Municipality",135.6833333333,34.9333333333
"聟島列島","むこじまれっとう","Mukojima Retto","142 ゚ 06’","27 ゚ 37’","Extensive natural feature",142.1,27.6166666667
"宗像市","むなかたし","Munakata Shi","130 ゚ 32’","33 ゚ 48’","Municipality",130.5333333333,33.8
"村上市","むらかみし","Murakami Shi","139 ゚ 28’","38 ゚ 13’","Municipality",139.4666666667,38.2166666667
"村田町","むらたまち","Murata Machi","140 ゚ 43’","38 ゚ 07’","Municipality",140.7166666667,38.1166666667
"村山市","むらやまし","Murayama Shi","140 ゚ 22’","38 ゚ 29’","Municipality",140.3666666667,38.4833333333
"武利岳","むりいだけ","Murii Dake","143 ゚ 10’","43 ゚ 43’","Mountain",143.1666666667,43.7166666667
"室根山","むろねさん","Murone San","141 ゚ 26’","38 ゚ 58’","Mountain",141.4333333333,38.9666666667
"室蘭市","むろらんし","Muroran Shi","140 ゚ 58’","42 ゚ 18’","Municipality",140.9666666667,42.3
"室戸市","むろとし","Muroto Shi","134 ゚ 09’","33 ゚ 17’","Municipality",134.15,33.2833333333
"室戸舟状海盆","むろとしゅうじょうかいぼん","Muroto Shujokaibon","135 ゚ 00’","33 ゚ 20’","Undersea feature",135,33.3333333333
"室戸岬","むろとざき","Muroto Zaki","134 ゚ 10’","33 ゚ 14’","Cape",134.1666666667,33.2333333333
"室津","むろつ","Murotsu","134 ゚ 30’","34 ゚ 45’","Populated area",134.5,34.75
"室津島","むろつしま","Murotsu Shima","139 ゚ 27’","42 ゚ 01’","Island",139.45,42.0166666667
"室積","むろずみ","Murozumi","131 ゚ 57’","33 ゚ 55’","Populated area",131.95,33.9166666667
"武蔵堆","むさしたい","Musashi Tai","140 ゚ 30’","44 ゚ 38’","Undersea feature",140.5,44.6333333333
"武蔵村山市","むさしむらやまし","Musashimurayama Shi","139 ゚ 23’","35 ゚ 45’","Municipality",139.3833333333,35.75
"武蔵野市","むさしのし","Musashino Shi","139 ゚ 33’","35 ゚ 43’","Municipality",139.55,35.7166666667
"むつ市","むつし","Mutsu Shi","141 ゚ 11’","41 ゚ 17’","Municipality",141.1833333333,41.2833333333
"陸奥湾","むつわん","Mutsu Wan","140 ゚ 46’","41 ゚ 03’","Sea Area",140.7666666667,41.05
"睦沢町","むつざわまち","Mutsuzawa Machi","140 ゚ 19’","35 ゚ 21’","Municipality",140.3166666667,35.35
"妙義山","みょうぎさん","Myogi San","138 ゚ 44’","36 ゚ 17’","Mountain",138.7333333333,36.2833333333
"明神山","みょうじんさん","Myojin San","133 ゚ 02’","33 ゚ 34’","Mountain",133.0333333333,33.5666666667
"明神礁","みょうじんしょう","Myojin Sho","140 ゚ 05’","31 ゚ 50’","Undersea feature",140.0833333333,31.8333333333
"明神ヶ岳","みょうじんがだけ","Myojingadake","139 ゚ 02’","35 ゚ 16’","Mountain",139.0333333333,35.2666666667
"明星海山","みょうじょうかいざん","Myojo Kaizan","136 ゚ 47’","23 ゚ 42’","Undersea feature",136.7833333333,23.7
"妙見山","みょうけんさん","Myoken San","134 ゚ 38’","35 ゚ 24’","Mountain",134.6333333333,35.4
"妙高山","みょうこうさん","Myoko San","138 ゚ 06’","36 ゚ 53’","Mountain",138.1,36.8833333333
"妙高市","みょうこうし","Myoko Shi","138 ゚ 15’","37 ゚ 01’","Municipality",138.25,37.0166666667
"名張市","なばりし","Nabari Shi","136 ゚ 06’","34 ゚ 37’","Municipality",136.1,34.6166666667
"鍋倉山","なべくらやま","Nabekura Yama","138 ゚ 23’","36 ゚ 58’","Mountain",138.3833333333,36.9666666667
"那智山","なちさん","Nachi San","135 ゚ 52’","33 ゚ 40’","Mountain",135.8666666667,33.6666666667
"那智勝浦町","なちかつうらちょう","Nachikatsuura Cho","135 ゚ 56’","33 ゚ 37’","Municipality",135.9333333333,33.6166666667
"苗場山","なえばさん","Naeba San","138 ゚ 40’","36 ゚ 50’","Mountain",138.6666666667,36.8333333333
"長浜","ながはま","Nagahama","133 ゚ 32’","33 ゚ 29’","Populated area",133.5333333333,33.4833333333
"長浜市","ながはまし","Nagahama Shi","136 ゚ 16’","35 ゚ 22’","Municipality",136.2666666667,35.3666666667
"長井市","ながいし","Nagai Shi","140 ゚ 02’","38 ゚ 06’","Municipality",140.0333333333,38.1
"長泉町","ながいずみちょう","Nagaizumi Cho","138 ゚ 53’","35 ゚ 08’","Municipality",138.8833333333,35.1333333333
"長久手町","ながくてちょう","Nagakute Cho","137 ゚ 02’","35 ゚ 11’","Municipality",137.0333333333,35.1833333333
"長野県","ながのけん","Nagano Ken","138 ゚ 10’","36 ゚ 39’","Municipality",138.1666666667,36.65
"長野市","ながのし","Nagano Shi","138 ゚ 11’","36 ゚ 38’","Municipality",138.1833333333,36.6333333333
"長野峠","ながのとうげ","Nagano Toge","136 ゚ 19’","34 ゚ 45’","Pass",136.3166666667,34.75
"長野原町","ながのはらまち","Naganohara Machi","138 ゚ 38’","36 ゚ 33’","Municipality",138.6333333333,36.55
"長沼町","ながぬまちょう","Naganuma Cho","141 ゚ 41’","43 ゚ 00’","Municipality",141.6833333333,43
"長尾鼻","ながおはな","Nagao Hana","134 ゚ 00’","35 ゚ 32’","Cape",134,35.5333333333
"長岡市","ながおかし","Nagaoka Shi","138 ゚ 50’","37 ゚ 26’","Municipality",138.8333333333,37.4333333333
"長岡京市","ながおかきょうし","Nagaokakyo Shi","135 ゚ 41’","34 ゚ 55’","Municipality",135.6833333333,34.9166666667
"長良川","ながらがわ","Nagara Gawa","136 ゚ 39’","35 ゚ 17’","River",136.65,35.2833333333
"長柄町","ながらまち","Nagara Machi","140 ゚ 13’","35 ゚ 25’","Municipality",140.2166666667,35.4166666667
"流山市","ながれやまし","Nagareyama Shi","139 ゚ 54’","35 ゚ 51’","Municipality",139.9,35.85
"長崎鼻","ながさきばな","Nagasaki Bana","130 ゚ 35’","31 ゚ 08’","Cape",130.5833333333,31.1333333333
"長崎県","ながさきけん","Nagasaki Ken","129 ゚ 52’","32 ゚ 44’","Municipality",129.8666666667,32.7333333333
"長崎市","ながさきし","Nagasaki Shi","129 ゚ 52’","32 ゚ 45’","Municipality",129.8666666667,32.75
"長島","ながしま","Nagashima","130 ゚ 09’","32 ゚ 10’","Island",130.15,32.1666666667
"長島","ながしま","Nagashima","132 ゚ 04’","33 ゚ 49’","Island",132.0666666667,33.8166666667
"長島","ながしま","Nagashima","134 ゚ 13’","34 ゚ 40’","Island",134.2166666667,34.6666666667
"長島町","ながしまちょう","Nagashima Cho","130 ゚ 10’","32 ゚ 11’","Municipality",130.1666666667,32.1833333333
"長洲町","ながすまち","Nagasu Machi","130 ゚ 27’","32 ゚ 55’","Municipality",130.45,32.9166666667
"永田岬","ながたみさき","Nagata Misaki","130 ゚ 22’","30 ゚ 23’","Cape",130.3666666667,30.3833333333
"長手崎","ながてざき","Nagate Zaki","137 ゚ 21’","37 ゚ 26’","Cape",137.35,37.4333333333
"長門市","ながとし","Nagato Shi","131 ゚ 10’","34 ゚ 22’","Municipality",131.1666666667,34.3666666667
"長瀞町","ながとろまち","Nagatoro Machi","139 ゚ 06’","36 ゚ 06’","Municipality",139.1,36.1
"長和町","ながわまち","Nagawa Machi","138 ゚ 16’","36 ゚ 15’","Municipality",138.2666666667,36.25
"長与町","ながよちょう","Nagayo Cho","129 ゚ 52’","32 ゚ 49’","Municipality",129.8666666667,32.8166666667
"奈義町","なぎちょう","Nagi Cho","134 ゚ 10’","35 ゚ 07’","Municipality",134.1666666667,35.1166666667
"那岐山","なぎさん","Nagi San","134 ゚ 10’","35 ゚ 10’","Mountain",134.1666666667,35.1666666667
"南木曽町","なぎそまち","Nagiso Machi","137 ゚ 36’","35 ゚ 36’","Municipality",137.6,35.6
"名護市","なごし","Nago Shi","127 ゚ 58’","26 ゚ 35’","Municipality",127.9666666667,26.5833333333
"名護湾","なごわん","Nago Wan","127 ゚ 56’","26 ゚ 34’","Sea Area",127.9333333333,26.5666666667
"和水町","なごみまち","Nagomi Machi","130 ゚ 36’","32 ゚ 58’","Municipality",130.6,32.9666666667
"名古屋市","なごやし","Nagoya Shi","136 ゚ 54’","35 ゚ 10’","Municipality",136.9,35.1666666667
"那覇市","なはし","Naha Shi","127 ゚ 40’","26 ゚ 12’","Municipality",127.6666666667,26.2
"奈半利町","なはりちょう","Nahari Cho","134 ゚ 01’","33 ゚ 25’","Municipality",134.0166666667,33.4166666667
"奈半利川","なはりがわ","Nahari Gawa","134 ゚ 04’","33 ゚ 28’","River",134.0666666667,33.4666666667
"内保","ないぼ","Naibo","147 ゚ 12’","44 ゚ 43’","Populated area",147.2,44.7166666667
"内保湾","ないぼわん","Naibo Wan","147 ゚ 08’","44 ゚ 44’","Sea Area",147.1333333333,44.7333333333
"奈井江町","ないえちょう","Naie Cho","141 ゚ 52’","43 ゚ 25’","Municipality",141.8666666667,43.4166666667
"名石","ないし","Naishi","123 ゚ 46’","24 ゚ 03’","Populated area",123.7666666667,24.05
"那賀町","なかちょう","Naka Cho","134 ゚ 29’","33 ゚ 51’","Municipality",134.4833333333,33.85
"那珂川","なかがわ","Naka Gawa","140 ゚ 21’","36 ゚ 31’","River",140.35,36.5166666667
"那賀川","なかがわ","Naka Gawa","134 ゚ 30’","33 ゚ 53’","River",134.5,33.8833333333
"那珂市","なかし","Naka Shi","140 ゚ 29’","36 ゚ 27’","Municipality",140.4833333333,36.45
"中岳","なかだけ","Nakadake","131 ゚ 14’","33 ゚ 05’","Mountain",131.2333333333,33.0833333333
"中岳","なかだけ","Nakadake","140 ゚ 56’","40 ゚ 14’","Mountain",140.9333333333,40.2333333333
"中泊町","なかどまりまち","Nakadomari Machi","140 ゚ 26’","40 ゚ 57’","Municipality",140.4333333333,40.95
"中通島","なかどおりしま","Nakadori Shima","129 ゚ 05’","32 ゚ 58’","Island",129.0833333333,32.9666666667
"中富良野町","なかふらのちょう","Nakafurano Cho","142 ゚ 25’","43 ゚ 24’","Municipality",142.4166666667,43.4
"中川町","なかがわちょう","Nakagawa Cho","142 ゚ 04’","44 ゚ 48’","Municipality",142.0666666667,44.8
"那珂川町","なかがわまち","Nakagawa Machi","130 ゚ 25’","33 ゚ 29’","Municipality",130.4166666667,33.4833333333
"那珂川町","なかがわまち","Nakagawa Machi","140 ゚ 10’","36 ゚ 44’","Municipality",140.1666666667,36.7333333333
"中川村","なかがわむら","Nakagawa Mura","137 ゚ 56’","35 ゚ 38’","Municipality",137.9333333333,35.6333333333
"中城村","なかぐすくそん","Nakagusuku Son","127 ゚ 47’","26 ゚ 16’","Municipality",127.7833333333,26.2666666667
"中城湾","なかぐすくわん","Nakagusuku Wan","127 ゚ 50’","26 ゚ 16’","Sea Area",127.8333333333,26.2666666667
"中井町","なかいまち","Nakai Machi","139 ゚ 13’","35 ゚ 19’","Municipality",139.2166666667,35.3166666667
"中島","なかじま","Nakajima","132 ゚ 36’","33 ゚ 58’","Island",132.6,33.9666666667
"中島","なかじま","Nakajima","140 ゚ 51’","42 ゚ 35’","Island",140.85,42.5833333333
"中島村","なかじまむら","Nakajima Mura","140 ゚ 21’","37 ゚ 08’","Municipality",140.35,37.1333333333
"中条村","なかじょうむら","Nakajo Mura","138 ゚ 02’","36 ゚ 36’","Municipality",138.0333333333,36.6
"中甑島","なかこしきじま","Nakakoshiki Jima","129 ゚ 49’","31 ゚ 47’","Island",129.8166666667,31.7833333333
"中間市","なかまし","Nakama Shi","130 ゚ 42’","33 ゚ 49’","Municipality",130.7,33.8166666667
"中野市","なかのし","Nakano Shi","138 ゚ 22’","36 ゚ 44’","Municipality",138.3666666667,36.7333333333
"中之条町","なかのじょうまち","Nakanojo Machi","138 ゚ 50’","36 ゚ 35’","Municipality",138.8333333333,36.5833333333
"中ノ島","なかのしま","Nakanoshima","133 ゚ 05’","36 ゚ 04’","Island",133.0833333333,36.0666666667
"中之島","なかのしま","Nakanoshima","129 ゚ 51’","29 ゚ 50’","Island",129.85,29.8333333333
"中之島水道","なかのしますいどう","Nakanoshima Suido","129 ゚ 45’","29 ゚ 43’","Sea Area",129.75,29.7166666667
"中ノ岳","なかのたけ","Nakanotake","139 ゚ 04’","37 ゚ 05’","Mountain",139.0666666667,37.0833333333
"中能登町","なかのとまち","Nakanoto Machi","136 ゚ 54’","36 ゚ 59’","Municipality",136.9,36.9833333333
"仲ノ御神島","なかのうがんじま","Nakanougan Jima","123 ゚ 33’","24 ゚ 11’","Island",123.55,24.1833333333
"中札内村","なかさつないむら","Nakasatsunai Mura","143 ゚ 07’","42 ゚ 41’","Municipality",143.1166666667,42.6833333333
